"id","user_id","total","status_ticket","type_payment","created_at","updated_at","deleted_at","discount"
"766df8902a694313a8235260106c9e1c","9d1ea2cd01a64dcd8845eee558197590","120","ACCEPTED",NULL,"2024-12-10 18:28:09","2024-11-26 12:56:41",NULL,"0"
"768db3dd89bc46a1bca1473296f619f0","9d1ea2cd01a64dcd8845eee558197590","72","ACCEPTED",NULL,"2024-10-10 16:51:33","2024-10-10 16:49:43",NULL,"0"
"7724848029894d6ab8215daa22a36a34","9d1ea2cd01a64dcd8845eee558197590","96","ACCEPTED",NULL,"2024-11-02 19:41:12","2024-11-02 19:28:19",NULL,"0"
"7921943d883840aaa503ebc4ab6a55be","9d1ea2cd01a64dcd8845eee558197590","50","ACCEPTED",NULL,"2024-12-02 15:24:04","2024-11-26 12:56:41",NULL,"0"
"795357447f42499290b9073d392277c1","9d1ea2cd01a64dcd8845eee558197590","48","ACCEPTED",NULL,"2024-12-03 16:15:03","2024-11-26 12:56:41",NULL,"0"
"79bd836d2a844a8390d59b46fc7afe8f","9d1ea2cd01a64dcd8845eee558197590","32","ACCEPTED",NULL,"2024-10-08 20:23:10","2024-10-08 17:00:38",NULL,"0"
"7a513e4d2b1d4c799d6c67b5ec794861","9d1ea2cd01a64dcd8845eee558197590","194","ACCEPTED",NULL,"2024-11-05 16:33:23","2024-11-05 16:02:23",NULL,"0"
"7cbc40bd851c4e2881e6386a246fe508","9d1ea2cd01a64dcd8845eee558197590","225","ACCEPTED",NULL,"2024-11-28 15:14:31","2024-11-26 12:56:41",NULL,"0"
"8079eeddabfb477e85b90a0099ca49e6","9d1ea2cd01a64dcd8845eee558197590","171","ACCEPTED",NULL,"2024-10-22 16:31:20","2024-10-22 16:21:41",NULL,"0"
"81537e4c2c434d94ac6890fd36e8d546","9d1ea2cd01a64dcd8845eee558197590","168","ACCEPTED",NULL,"2024-07-31 19:13:28","2024-08-01 01:00:13",NULL,"0"
"84be93bb5d0c48f9812a4076b18a1975","9d1ea2cd01a64dcd8845eee558197590","110","ACCEPTED",NULL,"2024-09-19 18:41:28","2024-09-19 01:00:12",NULL,"0"
"85cac15eab524dc5a2544cf1b9847382","9d1ea2cd01a64dcd8845eee558197590","32","ACCEPTED",NULL,"2024-06-14 19:33:36","2024-06-17 11:31:06",NULL,"0"
"86cd48e700874efd99f44205bc2d6798","9d1ea2cd01a64dcd8845eee558197590","85","ACCEPTED",NULL,"2024-10-21 18:32:01","2024-10-21 13:57:13",NULL,"0"
"897c62375c3e4c6d8218ca7297e0eaca","9d1ea2cd01a64dcd8845eee558197590","154","ACCEPTED",NULL,"2024-08-23 19:25:56","2024-08-23 01:00:11",NULL,"0"
"8bf6d8b975384278957b6a05a502064f","9d1ea2cd01a64dcd8845eee558197590","225","ACCEPTED",NULL,"2024-10-11 18:24:32","2024-10-11 09:48:04",NULL,"0"
"8ccae985d75c453ca602b8e4c7560d0c","9d1ea2cd01a64dcd8845eee558197590","65","ACCEPTED",NULL,"2024-10-02 19:44:28","2024-10-02 14:56:00",NULL,"0"
"8e24da9160b848e18ba583642bbd5929","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-08-23 19:26:17","2024-08-23 01:00:11",NULL,"0"
"8e4b54064f494f75afb2e0b72ad5c5aa","9d1ea2cd01a64dcd8845eee558197590","136","ACCEPTED",NULL,"2024-09-12 17:16:36","2024-09-12 01:00:13",NULL,"0"
"8e7dcd2d7ba34478989a67044d02415a","9d1ea2cd01a64dcd8845eee558197590","0","ACCEPTED",NULL,"2024-09-27 18:08:11","2024-09-30 17:35:48",NULL,"0"
"8ef806a5c0574692a8dacc37417563ba","9d1ea2cd01a64dcd8845eee558197590","168","ACCEPTED",NULL,"2024-10-09 19:29:10","2024-10-09 16:37:32",NULL,"0"
"910502e6687e43309d0d62f145a7b9eb","9d1ea2cd01a64dcd8845eee558197590","65","ACCEPTED",NULL,"2024-07-26 19:13:15","2024-07-26 01:00:13",NULL,"0"
"92cc58d1ed174ad08d1251f20f3b102b","9d1ea2cd01a64dcd8845eee558197590","73","ACCEPTED",NULL,"2024-12-16 17:38:43","2024-11-26 12:56:41",NULL,"0"
"9317c9a524934fd1af7294646300e9ad","9d1ea2cd01a64dcd8845eee558197590","48","ACCEPTED",NULL,"2024-11-02 19:44:34","2024-11-02 19:28:19",NULL,"0"
"931cf1046fde4072a828c37a2da79111","9d1ea2cd01a64dcd8845eee558197590","25","ACCEPTED",NULL,"2024-11-11 18:28:39","2024-11-07 12:19:41",NULL,"0"
"94095deb94cc4619ae632ee392d88c1e","9d1ea2cd01a64dcd8845eee558197590","89","ACCEPTED",NULL,"2024-10-02 19:11:02","2024-10-02 14:56:00",NULL,"0"
"948e6970ec734b38b0d833a3a3badfca","9d1ea2cd01a64dcd8845eee558197590","106","ACCEPTED",NULL,"2024-10-29 18:33:06","2024-10-29 16:19:04",NULL,"0"
"94d54857f3f24d008f23c80279fe649e","9d1ea2cd01a64dcd8845eee558197590","42","ACCEPTED",NULL,"2024-12-03 13:52:49","2024-11-26 12:56:41",NULL,"0"
"95aae1115670460baf02af2c28cba806","9d1ea2cd01a64dcd8845eee558197590","48","ACCEPTED",NULL,"2024-06-12 18:12:39","2024-06-12 10:34:41",NULL,"0"
"96a740878cc740f4ba9348a7aad40726","9d1ea2cd01a64dcd8845eee558197590","96","ACCEPTED",NULL,"2024-11-23 19:18:50","2024-11-07 12:19:41",NULL,"0"
"973e4683e66d4b58a93c4f5a331a30f1","9d1ea2cd01a64dcd8845eee558197590","48","ACCEPTED",NULL,"2024-07-09 17:30:49","2024-07-04 16:38:30",NULL,"0"
"97f1f12eb24d4aa794f2761fa98d1d55","9d1ea2cd01a64dcd8845eee558197590","72","ACCEPTED",NULL,"2024-09-25 19:33:22","2024-09-25 16:53:39",NULL,"0"
"98814c600c704884aa157ec8c0a25ba5","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-09-30 18:17:42","2024-09-30 17:35:48",NULL,"0"
"9bd5925317a6445db675ac4e64f70d75","9d1ea2cd01a64dcd8845eee558197590","110","ACCEPTED",NULL,"2024-09-12 17:48:08","2024-09-12 01:00:13",NULL,"0"
"9c455b576de943398cc1d038fba01a09","9d1ea2cd01a64dcd8845eee558197590","90","ACCEPTED",NULL,"2024-11-09 17:24:36","2024-11-07 12:19:41",NULL,"0"
"a011e25a7de44a45910c830232348171","9d1ea2cd01a64dcd8845eee558197590","302","ACCEPTED",NULL,"2024-12-02 15:24:50","2024-11-26 12:56:41",NULL,"0"
"a04c06b4587e4e068f05673090e8b6b1","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-07-24 19:52:42","2024-07-24 18:19:26",NULL,"0"
"a0abe87efc4f43b8b031d57b62a520a6","9d1ea2cd01a64dcd8845eee558197590","210","ACCEPTED",NULL,"2024-08-26 20:09:23","2024-08-27 01:00:12",NULL,"0"
"a21efefd244f49fb836bf9ca5af118b4","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-09-30 18:42:00","2024-09-30 17:35:48",NULL,"0"
"a2ea118e95aa403f87df475fac03cb0c","9d1ea2cd01a64dcd8845eee558197590","240","ACCEPTED",NULL,"2024-09-13 19:07:03","2024-09-13 01:00:12",NULL,"0"
"a331be34ca0549458ce75fb78906e2d0","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-06-20 18:41:06","2024-06-20 13:53:59",NULL,"0"
"a46fadd657804e389aed34f016cc03fd","9d1ea2cd01a64dcd8845eee558197590","138","ACCEPTED",NULL,"2024-11-04 15:36:17","2024-11-04 13:36:41",NULL,"0"
"a4e15a4ae18c40e792283e15cc31c62f","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-07-24 19:50:56","2024-07-24 18:19:26",NULL,"0"
"a59b606da77843f5888b077e519ed1f2","9d1ea2cd01a64dcd8845eee558197590","24","ACCEPTED",NULL,"2024-11-02 19:47:25","2024-11-02 19:28:19",NULL,"0"
"a64d833456724b929d14b82157d28169","9d1ea2cd01a64dcd8845eee558197590","69","ACCEPTED",NULL,"2024-08-30 17:42:57","2024-08-30 01:00:13",NULL,"0"
